loc,cyclomatic_complexity,num_functions,num_files_changed,issue_id,project_name,era,issue_type,defect_prone
287,10.777777777777779,9,1,TIKA-3666,TIKA,ai_era,Improvement,0
173,2.75,16,1,TIKA-4566,TIKA,ai_era,Task,0
204,2.642857142857143,14,1,TIKA-3831,TIKA,pre_ai,Task,0
269,1.85,20,1,TIKA-519,TIKA,pre_ai,New Feature,0
1185,5.590909090909091,44,1,TIKA-4064,TIKA,ai_era,Task,0
601,2.56,50,5,TIKA-3641,TIKA,ai_era,Task,0
349,2.9523809523809526,21,2,TIKA-832,TIKA,pre_ai,Improvement,0
541,2.6904761904761907,42,3,TIKA-4749,TIKA,ai_era,Task,0
2152,3.4054054054054053,148,13,TIKA-4746,TIKA,ai_era,Bug,1
671,2.7916666666666665,48,2,TIKA-4642,TIKA,ai_era,Task,0
147,6.714285714285714,7,1,TIKA-349,TIKA,pre_ai,Improvement,0
603,1.9464285714285714,56,2,TIKA-4533,TIKA,ai_era,Improvement,0
1661,2.834710743801653,121,7,TIKA-3064,TIKA,ai_era,Task,0
56,4.666666666666667,3,1,TIKA-947,TIKA,pre_ai,Bug,1
1356,2.379032258064516,124,6,TIKA-4449,TIKA,ai_era,Task,0
329,12.0,6,2,TIKA-3316,TIKA,pre_ai,Bug,1
365,2.4166666666666665,24,1,TIKA-2169,TIKA,pre_ai,Bug,1
